PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_NAME;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_CCMLITE;REQUIREMENTS_ATTRIBUTES_IAAS;REQUIREMENTS_ATTRIBUTES_PAAS;REQUIREMENTS_ATTRIBUTES_SAAS;REQUIREMENTS_ATTRIBUTES_SCOPEAPPLICABILITY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;DSP-17;Define and implement, processes, procedures and technical measures to protect sensitive data throughout it's lifecycle.;Sensitive Data Protection;Data Security and Privacy Lifecycle Management;Yes;CSP-Owned;CSP-Owned;CSC-Owned;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC2.1', 'CC6.1', 'CC6.3', 'CC6.7', 'CC8.1', 'C1.1', 'P2.0', 'P3.0', 'P4.0', 'P5.0', 'P6.0']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['3.1', '3.1', '3.14']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.3.3', '9.1.1', '9.2.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['IM1.1', 'IM2.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.3', '27002: 18.1.3', '27001:A.18.1.4', '27002:18.1.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.11', '27001: A.8.12']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PL-2', 'PM-22', 'PM-24', 'PT-7', 'PT-7(1)', 'PT-7(2)', 'PT-8', 'SC-8', 'SC-8(1)-(5)', 'SC-28', 'SC-28(1)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-1', 'PR.DS-2', 'PR.DS-5']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-02', 'PR.DS-10']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['3.0 (including all subsections)', '4.0 (including all subsections)']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.1.1', '4.1.1']}];PASS;Storage account sttfstateghassen01 from subscription Azure for Students has cross-tenant replication disabled.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_cross_tenant_replication_disabled;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;DSP-07;Develop systems, products, and business practices based upon a principle of security by design and industry best practices.;Data Protection by Design and Default;Data Security and Privacy Lifecycle Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['PI1.2', 'PI1.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['16.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.3.1', '5.3.2', '5.3.3', '5.3.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SD2.2', 'IM1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.14.1.1', '27002:14.1.1', '27001: A.14.2.5', '27002:14.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.27', '27001: A.8.28', '27001: A.8.29', '27002: 5.8 (Information security requirements a-i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PM-17', 'PM-24', 'PM-25', 'PT-2', 'PT-2(2)', 'SA-3', 'SA-4', 'SA-5', 'SA-8', 'SA-8(9)', 'SA-8(13)', 'SA-8(18)', 'SA-8(20)', 'SA-8(22)', 'SA-8(23)', 'SA-8(33)', 'SA-15', 'SA-15(12)', 'SC-3', 'SC-3(3)', 'SC-7', 'SC-7(24)', 'SC-8', 'SC-8(1)-(4)', 'SC-28', 'SC-28(1)', 'SI-12', 'SI-12(1)-(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.IP-2', 'PR.PT-3', 'PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['ID.AM-08', 'PR.PS-06']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.2.1']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students has network access rule set to Allow.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_default_network_access_rule_is_denied;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;DSP-17;Define and implement, processes, procedures and technical measures to protect sensitive data throughout it's lifecycle.;Sensitive Data Protection;Data Security and Privacy Lifecycle Management;Yes;CSP-Owned;CSP-Owned;CSC-Owned;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC2.1', 'CC6.1', 'CC6.3', 'CC6.7', 'CC8.1', 'C1.1', 'P2.0', 'P3.0', 'P4.0', 'P5.0', 'P6.0']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['3.1', '3.1', '3.14']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.3.3', '9.1.1', '9.2.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['IM1.1', 'IM2.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.3', '27002: 18.1.3', '27001:A.18.1.4', '27002:18.1.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.11', '27001: A.8.12']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PL-2', 'PM-22', 'PM-24', 'PT-7', 'PT-7(1)', 'PT-7(2)', 'PT-8', 'SC-8', 'SC-8(1)-(5)', 'SC-28', 'SC-28(1)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-1', 'PR.DS-2', 'PR.DS-5']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-02', 'PR.DS-10']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['3.0 (including all subsections)', '4.0 (including all subsections)']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.1.1', '4.1.1']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students has network access rule set to Allow.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_default_network_access_rule_is_denied;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;DSP-17;Define and implement, processes, procedures and technical measures to protect sensitive data throughout it's lifecycle.;Sensitive Data Protection;Data Security and Privacy Lifecycle Management;Yes;CSP-Owned;CSP-Owned;CSC-Owned;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC2.1', 'CC6.1', 'CC6.3', 'CC6.7', 'CC8.1', 'C1.1', 'P2.0', 'P3.0', 'P4.0', 'P5.0', 'P6.0']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['3.1', '3.1', '3.14']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.3.3', '9.1.1', '9.2.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['IM1.1', 'IM2.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.3', '27002: 18.1.3', '27001:A.18.1.4', '27002:18.1.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.11', '27001: A.8.12']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PL-2', 'PM-22', 'PM-24', 'PT-7', 'PT-7(1)', 'PT-7(2)', 'PT-8', 'SC-8', 'SC-8(1)-(5)', 'SC-28', 'SC-28(1)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-1', 'PR.DS-2', 'PR.DS-5']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-02', 'PR.DS-10']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['3.0 (including all subsections)', '4.0 (including all subsections)']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.1.1', '4.1.1']}];FAIL;Default to Microsoft Entra authorization is not enabled for storage account sttfstateghassen01.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_default_to_entra_authorization_enabled;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;IPY-03;Implement cryptographically secure and standardized network protocols for the management, import and export of data.;Secure Interoperability and Portability Management;Interoperability & Portability;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.7']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IPY-04']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.1.1', '5.1.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY1.1', 'SY1.2', 'NC1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1', '27001: A.15.1.1', '27002: 15.1.1', '27017: 15.1.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.19', '27001: A.5.23', '27001: A.5.31', '27001: A.5.32', '27001: A.5.33', '27001: A.5.34']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PT-2', 'PT-2(2)', 'SA-4', 'SC-16', 'SC-16(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-2']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-02']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['1.2.1', '1.2.5', '1.2.6', '2.2.4', '2.2.5', '2.2.7', '4.2.1']}];PASS;Storage account sttfstateghassen01 from subscription Azure for Students allows trusted Microsoft services to access this storage account.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_azure_services_are_trusted_to_access_is_enabled;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;BCR-08;Periodically backup data stored in the cloud. Ensure the confidentiality, integrity and availability of the backup, and verify data restoration from backup for resiliency.;Backup;Business Continuity Management and Operational Resilience;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['A1.2', 'A1.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['BCR-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['11.1', '11.2', '11.3', '11.4', '11.5']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.2.8', '5.2.9']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SY2.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.12.3', '27017: 12.3', '27018: 12.3.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.13', '27001: A.5.23', '27001: A.5.30', '27002: 8.13', '27002: 5.23 2nd (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CP-4', 'CP-4(4)', 'CP-6', 'CP-6(1)-(3)', 'CP-9', 'CP-9(1)', 'CP-9(2)', 'CP-10', 'CP-10(2)', 'CP-10(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.IP-4', 'PR.DS-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-11', 'RC.RP-03']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['9.5.1', '12.10.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['12.10.1', '10.3.3']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;CEK-03;Provide cryptographic protection to data at-rest and in-transit, using cryptographic libraries certified to approved standards.;Data Encryption;Cryptography, Encryption & Key Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.7']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['EKM-03', 'EKM-04']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['3.6', '3.1', '3.11', '11.3', '16.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.1.1', '5.1.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TS2.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.1', '27001: A.18.1.2', '27001: A.18.1.3', '27001: A.18.1.4', '27001: A.18.1.5', '27001: A.10.1', '27002: 10.1', '27001: A.13.2.1', '27002: 13.2.1', '27001: A.18', '27002: 18', '27001: A.14.1.2', '27002: 14.1.2', '27001: A.14.1.3', '27002 14.1.3 c)', '27001 - A.10.1.1', '27017 - 10.1.1', '27001 - A.10.1.2', '27017 - 10.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.14', '27001: A.8.24', '27002: 8.24 Other Information (a)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-19', 'AC-19(5)', 'SC-8', 'SC-8(1)', 'SC-8(3)', 'SC-8(4)', 'SC-12', 'SC-12(2)', 'SC-12(3)', 'SC-28', 'SC-28(1)-(3)', 'SI-4', 'SI-4(10)', 'SI-7', 'SI-7(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-1', 'PR.DS-2']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-02']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['Requirement 3', '2.2.3', '2.3', '3.4', '3.5.3', '4.1', '8.2.1', 'PCI Glossary - Strong Cryptography']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['2.2.7', '3.5.1', '4.2.1', '4.2.1.2', '4.2.2']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;CEK-08;CSPs must provide the capability for CSCs to manage their own data encryption keys.;CSC Key Management Capability;Cryptography, Encryption & Key Management;No;Shared;Shared;Shared;[{'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TS2.2', 'SC2.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.10.1', '27017: 10.1', '27001: A.10.1.1', '27017: 10.1.1', '27001: A.10.1.2', '27017: 10.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.23', '27001: A.8.24']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['CP-9', 'CP-9(8)', 'SA-9', 'SA-9(6)', 'SC-12', 'SC-12(6)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['ID.SC-3', 'ID.AM-6', 'PR.AC-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['GV.SC-05']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;CEK-10;Generate Cryptographic keys using industry accepted cryptographic libraries specifying the algorithm strength and the random number generator used.;Key Generation;Cryptography, Encryption & Key Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['EKM-04']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['16.11']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.1.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TS2.2', 'TS2.3', 'SY1.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.10.1.1', '27002: 10.1.1 (e)', '27017: 10.1.1', '27001: A.10.1.2', '27002: 10.1.2', '27002: 10.1.2 (a)', '27017: 10.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.24', '27002: 8.24 (d), Key management (a)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['SC-12', 'SC-12(2)', 'SC-12(3)', 'SC-13']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['2.2.3', '3.6.1', 'PCI Glossary - Cryptographic Key Generation']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.6.1', '3.6.1.1', '3.7.1']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;DSP-17;Define and implement, processes, procedures and technical measures to protect sensitive data throughout it's lifecycle.;Sensitive Data Protection;Data Security and Privacy Lifecycle Management;Yes;CSP-Owned;CSP-Owned;CSC-Owned;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC2.1', 'CC6.1', 'CC6.3', 'CC6.7', 'CC8.1', 'C1.1', 'P2.0', 'P3.0', 'P4.0', 'P5.0', 'P6.0']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['3.1', '3.1', '3.14']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['5.3.3', '9.1.1', '9.2.2']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['IM1.1', 'IM2.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.3', '27002: 18.1.3', '27001:A.18.1.4', '27002:18.1.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.11', '27001: A.8.12']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['PL-2', 'PM-22', 'PM-24', 'PT-7', 'PT-7(1)', 'PT-7(2)', 'PT-8', 'SC-8', 'SC-8(1)-(5)', 'SC-28', 'SC-28(1)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.DS-1', 'PR.DS-2', 'PR.DS-5']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.DS-01', 'PR.DS-02', 'PR.DS-10']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['3.0 (including all subsections)', '4.0 (including all subsections)']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.1.1', '4.1.1']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;8eef52e8-b918-4aec-8a36-fb2218e65f77;norwayeast;2026-04-28 01:21:11.393465;LOG-02;Define, implement and evaluate processes, procedures and technical measures to ensure the security and retention of audit logs.;Audit Logs Protection;Logging and Monitoring;No;Shared;Shared;Shared;[{'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IVS-01']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['8.1', '8.9', '8.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['3.1.3', '5.1.2', '5.2.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['TM1.2']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.18.1.3', '27002: 18.1.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.28', '27001: A.5.33', '27001: A.8.15']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AU-4', 'AU-11']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4', 'PR.IP-4', 'PR.IP-6', 'PR.PT-1', 'PR.DS-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05', 'PR.DS-01', 'PR.DS-02', 'ID.AM-08', 'PR.DS-11', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['10.5', '10.7']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['10.3.1', '10.3.2', '10.3.3', '10.3.4', '10.5.1']}];FAIL;Storage account sttfstateghassen01 from subscription Azure for Students does not encrypt with CMKs.;/subscriptions/8eef52e8-b918-4aec-8a36-fb2218e65f77/resourceGroups/rg-terraform-state/providers/Microsoft.Storage/storageAccounts/sttfstateghassen01;storage_ensure_encryption_with_customer_managed_keys;False;sttfstateghassen01;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
